Total times: 1149040
Item	Time empty	Estimated value	Time
84039329	440046	0.781253814813681	1060
11421822	1148938	0.5629882821813226	754
84986265	779823	0.5312509537907318	1060
66241687	691268	0.53125	1060
55007601	850528	0.5195317268371582	1060
16435287	491435	0.5039143562462418	1060
70045109	541807	0.50390625	1060
60797755	142136	0.5024415263942501	1060
861187	180522	0.5005493164063637	1060
68344627	548468	0.5004882812863836	1060
8966603	936837	0.5002441406250036	1060
71379069	722215	0.5001220721751453	1060
74591612	455772	0.500061035185837	1060
3275927	981986	0.500030517585401	1060
1364404	1098835	0.500030517578125	1057
4967715	487905	0.5000038146972656	1060
15100914	760171	0.5000038146972656	1060
63117347	827371	0.5000038146972656	1060
85017611	247593	0.5000000298023224	1060
92169736	810812	0.500000000007276	1060
57598911	594741	0.5000000000001208	1060
11979974	668971	0.5	1060
73246025	846516	0.5	1060
73388496	988394	0.5	1060
45790471	1094490	0.5	1059
51245031	527866	0.4062500149011613	1060
11102580	742496	0.3750009536761363	1060
13471586	690207	0.3125009536743253	1060
4678105	613689	0.3125	1060
91236046	462709	0.28125000000727596	1060
17460500	203630	0.2656252384185791	1060
61210275	654445	0.25390625	1060
4403979	1148043	0.2519531250000018	585
67204737	225735	0.2509765625000302	1060
68965877	1049676	0.2509765625000213	1060
65443904	535434	0.25097656250001066	1060
55629131	761369	0.25048840045929	1060
61256514	903594	0.250488281250032	1060
10127578	641845	0.2502441406259095	1060
66676859	360227	0.25000765919685364	1060
8431767	447684	0.2500019073486328	1060
75851194	943229	0.2500000596046448	1060
8855569	616951	0.2500000037252903	1060
10319874	845798	0.25000000002910383	1060
73561246	990663	0.2500000000145519	1060
15447602	580766	0.250000000001819	1060
18172952	1068533	0.2500000000001137	1060
73214241	845198	0.25000000000000266	1060
66213996	529286	0.25	1060
71142799	711342	0.25	1060
87954089	862023	0.25	1060
69946823	912220	0.25	1060
78758277	951520	0.25	1060
80966354	1115642	0.25	1055
73626918	1141588	0.25	992
71430746	478333	0.1953125	1060
72527358	289328	0.15625000000000003	1060
74738131	994036	0.15625	1060
83930047	192421	0.1328127384185791	1060
17587494	784124	0.12890625012369128	1060
14861779	633534	0.12890625000000003	1060
10200421	621978	0.1259765625	1060
65850520	470090	0.12548828127910383	1060
70679517	879617	0.12548828125096634	1060
70463099	669329	0.12524414109157078	1060
11602496	1027518	0.125244140625	1060
89414147	815678	0.12506103515625	1060
67785320	1148824	0.125030517579944	544
83785402	1026552	0.12503051757836658	1060
69990343	469778	0.125030517578125	1060
67619943	290938	0.12501526065170787	1060
78361807	254115	0.12500763684511185	1060
18167172	1096960	0.12500762939453214	1057
11689986	1009198	0.12500762939453125	1060
85205712	133196	0.1250019083092866	1060
6250190	1141811	0.1250019073486337	931
69992142	112781	0.12500023841863594	1060
17963617	620985	0.12500005960464478	1060
42415611	981271	0.12500000000002842	1060
66302827	889770	0.12500000000000355	1060
11433264	578877	0.125	1060
61449519	942449	0.125	1060
65483312	946347	0.125	1060
90988663	961144	0.125	1060
54767811	1068904	0.125	1060
68091989	1147939	0.109375	791
78543531	619436	0.09375003539027205	1060
73203277	810729	0.07031250000005684	1060
69035594	912737	0.0703125	1060
78907413	253413	0.0664062537252903	1060
90282069	209792	0.06445312872529063	1060
77014514	551682	0.06256103608757257	1060
17801250	1030321	0.06253051757812678	1060
76310214	362618	0.0625152587890625	1060
5999869	334213	0.06250381469737931	1060
93970958	493041	0.06250381469726562	1060
72609857	1146602	0.0625001201416353	755
63514338	1147206	0.06250000395812094	964
8647650	911200	0.06250000093137986	1060
8750746	503991	0.06250000053478288	1060
67199484	836114	0.06250000000002132	1060
70870518	957415	0.06250000000001427	1060
14491576	172746	0.06250000000000178	1060
89233599	999484	0.06250000000000178	1060
81024170	705310	0.0625	1060
65155203	748446	0.0625	1060
18054075	797467	0.0625	1060
11565079	867788	0.0625	1060
8524489	1009910	0.0625	1060
17099088	1092985	0.0625	1060
81608188	251253	0.0390930178109557	1060
4954825	304445	0.03320312500000022	1060
9188742	341578	0.032714858918552636	1060
9757537	737611	0.03198432928549266	1060
5384567	914726	0.03173828125	1060
66931072	495061	0.03128051944077015	1060
61776943	654171	0.031250238418582654	1060
20590281	847506	0.03125011926749722	1060
80492204	827630	0.031250119209296656	1060
86483013	522961	0.031250007480139175	1060
8599257	775899	0.0312500074505806	1060
36741151	526276	0.0312500037252903	1060
67755007	1094608	0.0312500037252903	1058
14012408	651845	0.031250000931322575	1060
9214703	673253	0.03125000011641532	1060
66320486	906297	0.031250000016370905	1060
74911301	996997	0.031250000007730705	1060
22549011	604797	0.03125000000363798	1060
26341801	787698	0.031250000000909495	1060
67810265	966862	0.031250000000177636	1060
86451941	888079	0.031250000000007105	1060
16999015	725009	0.031250000000001776	1060
7524272	1036091	0.031250000000000444	1060
63883063	1104634	0.03125000000000022	1059
78278329	758139	0.03125000000000003	1060
4729155	572786	0.03125000000000001	1060
16960561	800643	0.03125	1060
3001334	1066445	0.03125	1060
56930031	1070150	0.03125	1060
79535742	1126770	0.03125	1037
86744433	1129476	0.03125	1039
79063887	1149030	0.03125	528
1869815	460880	0.023681640625014218	1060
69562013	450643	0.019533157348632812	1060
89106253	556970	0.01953125000000011	1060
72325972	559549	0.01660585403442386	1060
79177655	648350	0.016357423737659388	1060
8629910	982398	0.016113281250000056	1060
69292911	573395	0.01574707034160383	1060
13123158	951442	0.015628814726369455	1060
64230569	1024135	0.01562691107392311	1060
86262325	840982	0.015625953674316406	1060
5563439	335289	0.015625029805960367	1060
88519867	1075182	0.01562500756699592	1060
63590356	493845	0.01562500280124368	1060
3464299	942071	0.01562500197906047	1060
6154428	761827	0.01562500186264515	1060
62176636	919456	0.015625000000454747	1060
69425079	951517	0.015625000000000003	1060
68071549	715781	0.015625	1060
52147611	1049886	0.015625	1060
45265831	1071181	0.015625	1060
7888115	1095403	0.015625	1058
14603033	1146807	0.011718809604644775	870
69818709	1071242	0.009765625	1060
65668966	751146	0.008790254593819213	1060
65391788	428301	0.008422851562514239	1060
81246014	265625	0.008300781337325702	1060
16329637	1077293	0.008058547973632812	1060
77960617	173311	0.007873572874814994	1060
69180862	619635	0.007820129510946572	1060
15792789	281271	0.007813572883605957	1060
10258708	353419	0.007812976866262037	1060
9100736	468156	0.007812738884240389	1060
78468571	567933	0.007812500465661287	1060
73363564	665702	0.007812500116415322	1060
66703496	896519	0.007812500014551915	1060
71655629	786050	0.00781250000001421	1060
83063136	522379	0.007812500000007216	1060
11643845	906307	0.007812500000007135	1060
42232481	595235	0.007812500000000222	1060
2030307	443816	0.0078125	1060
8883995	487083	0.0078125	1060
62742762	612963	0.0078125	1060
13749961	898648	0.0078125	1060
89850847	963016	0.0078125	1060
72461447	1000154	0.0078125	1060
5726259	1015763	0.0078125	1060
12488724	1090832	0.0078125	1060
76993066	1124364	0.0078125	1058
94914090	691256	0.0048980712890625	1060
46822571	1097326	0.0048828125	1059
69794865	696500	0.004028320312727374	1060
98104668	890454	0.004028320312503553	1060
77705868	1056766	0.00396823883056642	1060
73854012	351418	0.003906726840796182	1060
98400694	675326	0.0039063990116120495	1060
1702066	365377	0.0039063692092895525	1060
78160898	995705	0.003906250232830644	1060
94636848	273971	0.003906250116415322	1060
75710556	791453	0.003906250007275961	1060
74035232	1132847	0.003906250001818989	956
1209016	248510	0.003906250000113909	1060
78436103	842568	0.0039062500000073275	1060
18752211	383786	0.0039062500000000035	1060
15148124	655724	0.00390625	1060
72935484	821998	0.00390625	1060
71579567	988683	0.00390625	1060
2481288	1029932	0.00390625	1060
63331372	1064804	0.00390625	1060
59858331	1068423	0.00390625	1060
64049872	1112288	0.00390625	1053
15430061	1137256	0.001956939697265625	1021
81888572	397475	0.0019550324650483564	1060
16397274	1061995	0.0019545555114763857	1060
34321711	800190	0.0019531548023223877	1060
69124664	1061448	0.0019531324506090186	1060
4096104	651439	0.0019531296566129147	1060
65431390	279763	0.001953127126399057	1060
88304149	480198	0.0019531250582085526	1060
16744376	357351	0.0019531250291047186	1060
87722879	960254	0.0019531250145519152	1060
75265469	1026070	0.001953125002046363	1060
6260076	986545	0.0019531250018189894	1060
4556695	1072321	0.001953125000113798	1060
69841660	334188	0.0019531250000568434	1060
