Total times: 1142537
Item	Time empty	Estimated value	Time
90282069	289485	0.9957485068088657	1054
83930047	334717	0.9955749445359098	1054
9883417	475584	0.9950982630079671	1054
67619943	473479	0.9944207660998706	1054
58484831	450392	0.987624568146213	1054
70463099	566415	0.9735483797443943	1054
70151784	1116275	0.9707111213357393	1036
65850390	764379	0.9687739812172972	1054
89106253	806634	0.9543460270779516	1054
17489120	643974	0.9538319148689951	1054
17605922	764033	0.9464468693136215	1054
63730180	810319	0.9414830908499772	1054
74770835	736479	0.9398658609753268	1054
75265469	699176	0.9378662204638084	1054
72070691	725330	0.9375579971912492	1054
68344627	386532	0.9364621302801233	1054
15036397	465749	0.936152182098595	1054
86483013	312666	0.9359979237990347	1054
13779595	798134	0.9280398199357841	1054
585200	744199	0.9214125580920635	1054
65850520	336146	0.9208753982090506	1054
10127578	483915	0.9143270749273937	1054
2159153	676777	0.9124005865452711	1054
80933110	791923	0.9082385897766198	1054
12985555	743610	0.9072773239315418	1054
1805436	845010	0.9024316747685169	1054
4701067	850027	0.894677524049599	1054
1672747	892093	0.8906623181139869	1054
71539796	868646	0.8886795575168682	1054
71614478	757077	0.8882017427836928	1054
70077941	767239	0.8791686064129326	1054
9702723	983791	0.8770161061802363	1054
74457421	617337	0.8764358865328269	1054
15148124	805492	0.8763372474060223	1054
4189327	350563	0.8744637704703988	1054
43865151	309484	0.8735344345867468	1054
71578197	322731	0.8719395251815573	1054
77960617	206229	0.866210937499545	1054
4729155	537021	0.8655638407001066	1054
69841660	567651	0.859103423901521	1054
65155203	870945	0.8554883237377756	1054
11130036	484329	0.8489069625863669	1054
60797755	321772	0.8471593827614826	1054
70366909	720100	0.8458377170903485	1054
8247183	733241	0.8437557904474337	1054
8979556	710919	0.8358297559847792	1054
76068551	482992	0.8311676586769337	1054
73549639	717103	0.8305833422724477	1054
84986265	512279	0.8266411045328398	1054
68221676	749261	0.8230556297651219	1054
13509734	790385	0.8224325377028734	1054
73854012	487928	0.8209046794890302	1054
78077516	904063	0.8206428336245608	1054
16169324	720743	0.813352791333376	1054
62742762	956692	0.8130055075271274	1054
4096104	511882	0.8130050119191035	1054
6081186	979016	0.8129963894025745	1054
2405183	503946	0.8104477796768605	1054
78405037	720730	0.8093513413380184	1054
89160781	464718	0.8018612396509319	1054
13148373	632949	0.7986139781146768	1054
72718191	479179	0.7981085493061051	1054
15597432	629690	0.7963111901777373	1054
16015457	848869	0.7939701751462299	1054
99677218	623841	0.7910615787161941	1054
77705560	880332	0.7910404503674102	1054
16033869	481035	0.7903115624660806	1054
16878842	521410	0.7882577550790228	1054
70292834	698050	0.785482020755762	1054
4432859	918291	0.7852959075244154	1054
11689986	959271	0.785282165055925	1054
8883995	554304	0.7830273235431635	1054
78315219	745320	0.781738528158755	1054
13259634	731827	0.779380819783187	1054
86255145	553325	0.7737689029539889	1054
6526074	666293	0.7731299544778097	1054
85205712	347152	0.7729488256071411	1054
78695208	689884	0.7726481773891516	1054
1481358	1105545	0.771484494238996	1052
9971564	772242	0.7698294222944957	1054
87904287	713952	0.7696710222039667	1054
74042578	958285	0.7688953989454752	1054
75677523	970030	0.7682248062992586	1054
9188742	483647	0.7664234099558355	1054
5222185	707746	0.7649445388252658	1054
71430746	482857	0.7589284724728527	1054
73044122	1093955	0.7587901354127105	1054
75479128	1012287	0.7579380798865714	1054
82550184	838859	0.757102981225277	1054
69292911	639939	0.7561084126797026	1054
75735062	766487	0.755066232827265	1054
42232481	978294	0.7550277714626932	1054
73814281	680716	0.7545071303386135	1054
88519867	792531	0.7544273353451569	1054
74326190	679485	0.7543872779974102	1054
66755681	1088614	0.7541814015713229	1054
66213996	852826	0.7540494967256848	1054
11847569	693657	0.7539529870709905	1054
